,longitude,latitude,event_type,bulletin,origin_time,depth,magnitude
event_2022_2040,25.058000,65.683,explosion,helsinki,2022-03-17T11:36:02.100000Z,0.000,1.2
event_2022_2041,24.901000,60.364,explosion,helsinki,2022-03-17T11:42:55.100000Z,0.000,1.3
event_2022_2042,27.597000,61.198,explosion,helsinki,2022-03-17T12:00:29.200000Z,0.000,1.3
event_2022_2043,29.279000,60.896,explosion,helsinki,2022-03-17T12:02:28.100000Z,0.000,1.5
event_2022_2044,25.878000,62.316,explosion,helsinki,2022-03-17T12:08:16.600000Z,0.000,1.0
event_2022_2045,33.624000,67.768,explosion,helsinki,2022-03-17T12:15:47.800000Z,0.000,1.1
event_2022_12290,141.774800,37.9788,,leb,2022-03-17T12:30:16.390000Z,59.700,4.2
event_2022_12291,28.369000,64.0833,,leb,2022-03-17T12:30:55.780000Z,0.000,2.2
event_2022_2046,28.119000,63.978,explosion,helsinki,2022-03-17T12:31:02.600000Z,0.000,2.2
event_2022_12292,-45.448200,25.2798,,leb,2022-03-17T12:32:13.630000Z,0.000,4.1
event_2022_12293,141.843200,37.962,,leb,2022-03-17T12:41:11.940000Z,67.900,3.2
event_2022_2047,20.092000,67.862,explosion,helsinki,2022-03-17T12:46:20.300000Z,0.000,1.1
event_2022_2048,29.822000,61.08,explosion,helsinki,2022-03-17T12:48:04.700000Z,0.000,1.3
event_2022_12294,126.436000,26.8652,,leb,2022-03-17T12:52:24.240000Z,0.000,3.1
event_2022_12295,119.383900,14.1271,,leb,2022-03-17T13:01:18.650000Z,49.200,3.4
event_2022_12296,77.825300,35.9241,,leb,2022-03-17T13:41:19.890000Z,21.500,3.4
event_2022_2049,24.636000,64.113,explosion,helsinki,2022-03-17T13:45:41.900000Z,0.000,1.2
event_2022_12297,-45.397700,25.3427,,leb,2022-03-17T13:46:22.180000Z,0.000,4.0
event_2022_2050,20.170000,67.837,explosion,helsinki,2022-03-17T13:51:15.700000Z,0.000,1.4
event_2022_2051,26.780000,64.076,explosion,helsinki,2022-03-17T14:00:06.900000Z,0.000,1.0
event_2022_2052,23.029000,63.015,explosion,helsinki,2022-03-17T14:04:47.700000Z,0.000,0.9
event_2022_2053,20.533000,67.174,explosion,helsinki,2022-03-17T14:26:48.200000Z,0.000,1.8
event_2022_12298,20.675500,67.1522,,leb,2022-03-17T14:26:49.330000Z,0.000,2.2
event_2022_12299,119.529200,14.1702,,leb,2022-03-17T14:27:16.610000Z,0.000,3.8
event_2022_12300,119.204100,14.01,,leb,2022-03-17T15:07:43.390000Z,0.000,4.4
event_2022_12301,96.636800,-0.2432,,leb,2022-03-17T15:10:25.940000Z,0.000,3.5
event_2022_12302,141.774300,37.8371,,leb,2022-03-17T15:23:24.410000Z,50.900,3.2
event_2022_12303,119.260600,13.8151,,leb,2022-03-17T15:33:26.850000Z,45.400,3.4
event_2022_12304,24.988000,33.8707,,leb,2022-03-17T16:00:34.770000Z,0.000,3.5
event_2022_12305,-45.378900,25.4119,,leb,2022-03-17T16:45:43.800000Z,0.000,3.9
event_2022_12306,178.568600,51.8655,,leb,2022-03-17T17:22:03.550000Z,89.100,3.7
event_2022_12307,77.728000,35.8514,,leb,2022-03-17T17:31:11.940000Z,0.000,3.2
event_2022_12308,77.938700,35.9294,,leb,2022-03-17T17:35:04.260000Z,39.900,3.2
event_2022_2054,20.407000,67.874,explosion,helsinki,2022-03-17T18:10:00.200000Z,0.000,0.9
event_2022_2055,33.865000,67.642,explosion,helsinki,2022-03-17T18:11:56.400000Z,0.000,1.1
event_2022_2056,34.113000,67.66,explosion,helsinki,2022-03-17T18:17:35.400000Z,0.000,1.2
event_2022_12309,-43.940300,28.3286,,leb,2022-03-17T18:45:00.100000Z,0.000,3.7
event_2022_2057,20.134000,67.893,explosion,helsinki,2022-03-17T19:37:47.000000Z,0.000,0.9
event_2022_12310,142.040200,38.0659,,leb,2022-03-17T19:56:52.720000Z,50.900,3.4
event_2022_2058,20.680000,67.146,explosion,helsinki,2022-03-17T20:05:02.400000Z,0.000,0.9
event_2022_2059,27.026000,60.072,explosion,helsinki,2022-03-17T20:09:52.300000Z,0.000,0.7
event_2022_2060,26.993000,60.102,explosion,helsinki,2022-03-17T20:12:38.300000Z,0.000,0.7
event_2022_12311,106.408400,-6.3074,,leb,2022-03-17T20:53:30.110000Z,149.200,4.2
event_2022_12312,-160.173000,54.8886,,leb,2022-03-17T21:10:59.150000Z,0.000,3.5
event_2022_2061,20.120000,67.829,explosion,helsinki,2022-03-17T21:51:14.900000Z,0.000,1.2
event_2022_12313,141.815800,37.8289,,leb,2022-03-17T21:58:58.210000Z,0.000,2.6
event_2022_12314,-12.994300,-11.4921,,leb,2022-03-17T22:25:44.000000Z,0.000,4.4
event_2022_12315,-13.002900,-11.3947,,leb,2022-03-17T22:49:31.530000Z,0.000,4.1
event_2022_12316,119.416100,13.9712,,leb,2022-03-17T23:05:43.180000Z,72.900,3.7
event_2022_12317,141.480300,28.3884,,leb,2022-03-17T23:18:03.950000Z,0.000,3.8
event_2022_12318,146.364700,44.8538,,leb,2022-03-17T23:43:06.840000Z,202.500,3.3
event_2022_2062,20.017000,67.833,explosion,helsinki,2022-03-18T00:15:46.900000Z,0.000,1.2
event_2022_2063,19.981000,67.837,explosion,helsinki,2022-03-18T00:19:24.800000Z,0.000,1.0
event_2022_12319,126.778000,11.639,,leb,2022-03-18T00:38:07.110000Z,0.000,3.5
event_2022_12320,-45.542900,25.1098,,leb,2022-03-18T01:53:49.900000Z,0.000,3.7
event_2022_12321,163.497800,57.9809,,leb,2022-03-18T02:12:29.750000Z,0.000,3.9
event_2022_12322,-45.358000,25.4279,,leb,2022-03-18T02:25:55.460000Z,0.000,3.9
event_2022_12323,120.412800,17.2705,,leb,2022-03-18T02:26:19.960000Z,73.100,3.7
event_2022_12324,72.874000,30.6084,,leb,2022-03-18T02:54:18.360000Z,64.200,4.2
event_2022_2064,33.880000,67.607,explosion,helsinki,2022-03-18T03:45:05.700000Z,0.000,1.0
event_2022_2065,20.559000,67.176,explosion,helsinki,2022-03-18T03:57:52.200000Z,0.000,0.9
event_2022_12325,141.052100,11.355,,leb,2022-03-18T04:21:06.190000Z,0.000,4.1
event_2022_12326,3.103100,36.303,,leb,2022-03-18T04:48:29.550000Z,0.000,4.1
event_2022_12327,152.766100,46.8468,,leb,2022-03-18T04:56:42.870000Z,81.500,3.7
event_2022_2066,20.139000,67.803,explosion,helsinki,2022-03-18T05:16:18.900000Z,0.000,0.9
event_2022_12328,156.225000,52.8683,,leb,2022-03-18T05:36:24.520000Z,278.400,3.9
event_2022_2067,20.552000,67.165,explosion,helsinki,2022-03-18T05:39:55.100000Z,0.000,1.2
event_2022_2068,20.168000,67.815,explosion,helsinki,2022-03-18T06:16:40.500000Z,0.000,1.0
event_2022_2069,33.831000,67.644,explosion,helsinki,2022-03-18T07:50:02.100000Z,0.000,1.3
event_2022_2070,26.975000,61.57,explosion,helsinki,2022-03-18T08:25:32.500000Z,0.000,1.0
event_2022_2071,29.036000,60.571,explosion,helsinki,2022-03-18T09:10:16.900000Z,0.000,1.3
event_2022_2072,34.128000,67.64,explosion,helsinki,2022-03-18T09:40:23.700000Z,0.000,1.9
event_2022_12329,33.840200,67.6593,,leb,2022-03-18T09:40:27.200000Z,0.000,2.6
event_2022_2073,23.470000,67.432,explosion,helsinki,2022-03-18T10:00:31.100000Z,0.000,1.5
event_2022_12330,23.496900,67.4939,,leb,2022-03-18T10:00:32.420000Z,0.000,1.9
event_2022_2074,20.501000,67.211,explosion,helsinki,2022-03-18T10:23:43.700000Z,0.000,0.8
event_2022_2075,27.842000,59.243,explosion,helsinki,2022-03-18T10:47:54.200000Z,0.000,1.4
event_2022_12331,119.288300,13.8707,,leb,2022-03-18T11:26:43.850000Z,0.000,3.8
event_2022_2076,29.106000,60.579,explosion,helsinki,2022-03-18T11:28:02.900000Z,0.000,1.2
event_2022_2077,28.221000,60.987,explosion,helsinki,2022-03-18T11:34:06.900000Z,0.000,1.2
event_2022_2078,27.700000,63.152,explosion,helsinki,2022-03-18T11:34:25.400000Z,0.000,1.7
event_2022_12332,27.365300,63.138,,leb,2022-03-18T11:34:27.510000Z,0.000,2.3
event_2022_12333,71.071800,36.6176,,leb,2022-03-18T11:36:17.600000Z,65.700,3.6
event_2022_2079,19.975000,67.834,explosion,helsinki,2022-03-18T11:46:34.000000Z,0.000,1.0
event_2022_2080,29.021000,60.988,explosion,helsinki,2022-03-18T11:51:00.600000Z,0.000,1.4
event_2022_2081,26.822000,60.884,explosion,helsinki,2022-03-18T12:00:40.000000Z,0.000,1.3
event_2022_2082,27.033000,61.588,explosion,helsinki,2022-03-18T12:04:26.300000Z,0.000,1.0
event_2022_2083,33.932000,67.633,explosion,helsinki,2022-03-18T12:09:02.500000Z,0.000,1.2
event_2022_12334,141.511200,37.7594,,leb,2022-03-18T12:12:08.970000Z,63.300,3.9
event_2022_12335,122.235400,24.0485,,leb,2022-03-18T12:50:52.550000Z,0.000,4.2
event_2022_12336,71.938200,37.4625,,leb,2022-03-18T12:54:09.360000Z,147.100,3.6
event_2022_12337,141.845100,37.9082,,leb,2022-03-18T13:04:42.770000Z,0.000,3.8
event_2022_12338,142.048900,40.0088,,leb,2022-03-18T14:25:13.500000Z,0.000,4.5
event_2022_2084,33.220000,68.07,explosion,helsinki,2022-03-18T14:45:50.100000Z,0.000,1.5
event_2022_12339,101.732600,-4.6829,,leb,2022-03-18T14:46:03.810000Z,0.000,4.0
event_2022_12340,119.146800,13.7688,,leb,2022-03-18T14:59:24.220000Z,0.000,4.1
event_2022_12341,106.986600,-7.9757,,leb,2022-03-18T15:04:08.460000Z,77.400,4.3
event_2022_12342,119.249400,13.7873,,leb,2022-03-18T15:07:43.650000Z,0.000,5.8
event_2022_12343,16.188000,60.2477,,leb,2022-03-18T15:10:32.670000Z,0.000,1.6
event_2022_12344,141.735000,37.7529,,leb,2022-03-18T15:57:49.250000Z,61.000,4.7
event_2022_12345,38.238900,20.5851,,leb,2022-03-18T17:37:47.100000Z,0.000,2.8
event_2022_12346,30.752400,37.2142,,leb,2022-03-18T18:18:51.210000Z,120.100,3.1
event_2022_12347,123.998200,25.6942,,leb,2022-03-18T19:04:18.920000Z,168.300,5.2
event_2022_12348,103.214300,40.1702,,leb,2022-03-18T19:19:07.010000Z,0.000,3.7
event_2022_12349,-45.506400,25.0098,,leb,2022-03-18T19:37:06.180000Z,0.000,4.5
event_2022_2085,20.488000,67.182,explosion,helsinki,2022-03-18T19:58:22.900000Z,0.000,0.9
event_2022_2086,20.633000,67.148,explosion,helsinki,2022-03-18T20:18:07.300000Z,0.000,1.1
event_2022_12350,-45.431500,25.059,,leb,2022-03-18T20:38:39.530000Z,0.000,4.1
event_2022_12351,101.379200,-3.7564,,leb,2022-03-18T21:06:24.690000Z,0.000,4.1
event_2022_12352,144.456200,11.9265,,leb,2022-03-18T21:19:04.140000Z,53.800,3.7
event_2022_2087,20.580000,67.187,explosion,helsinki,2022-03-18T21:25:39.900000Z,0.000,1.2
event_2022_12353,119.264300,14.0971,,leb,2022-03-18T21:45:23.980000Z,54.800,3.5
event_2022_12354,-45.436000,25.1951,,leb,2022-03-18T22:02:15.740000Z,0.000,3.9
event_2022_12355,138.957600,28.2749,,leb,2022-03-18T22:12:55.730000Z,525.400,3.1
event_2022_12356,141.667400,37.8509,,leb,2022-03-18T23:15:13.100000Z,73.600,3.2
event_2022_12357,153.367500,50.2681,,leb,2022-03-19T00:46:18.670000Z,258.500,3.9
event_2022_12358,119.654500,14.0284,,leb,2022-03-19T01:00:36.200000Z,0.000,3.8
event_2022_12359,102.164200,-3.3544,,leb,2022-03-19T01:03:40.280000Z,108.200,4.1
event_2022_12360,141.850100,37.8082,,leb,2022-03-19T01:17:32.200000Z,0.000,3.4
event_2022_12361,21.630500,36.8995,,leb,2022-03-19T01:20:23.090000Z,0.000,3.6
event_2022_2088,20.283000,67.853,explosion,helsinki,2022-03-19T01:30:20.700000Z,0.000,0.9
event_2022_12362,70.476900,36.0744,,leb,2022-03-19T01:53:54.660000Z,173.300,3.3
event_2022_12363,94.681600,5.3354,,leb,2022-03-19T02:08:00.690000Z,114.300,3.6
event_2022_12364,149.129200,44.5329,,leb,2022-03-19T02:11:37.010000Z,44.300,3.6
event_2022_12365,119.201300,14.0769,,leb,2022-03-19T03:31:11.550000Z,0.000,4.5
event_2022_2089,30.955000,69.421,explosion,helsinki,2022-03-19T04:16:05.900000Z,0.000,1.1
event_2022_12366,133.242000,-1.9617,,leb,2022-03-19T04:26:21.760000Z,0.000,1.6
event_2022_12367,5.767400,28.2031,,leb,2022-03-19T05:39:20.610000Z,24.400,3.6
event_2022_12368,-45.649100,24.9242,,leb,2022-03-19T05:44:14.290000Z,0.000,4.3
event_2022_12369,72.268100,37.6509,,leb,2022-03-19T06:22:23.430000Z,208.900,3.5
event_2022_12370,31.391800,37.1248,,leb,2022-03-19T06:37:35.040000Z,129.100,3.6
event_2022_12371,5.133300,36.8798,,leb,2022-03-19T09:59:29.290000Z,0.000,4.4
event_2022_12372,24.082400,35.3747,,leb,2022-03-19T10:08:59.460000Z,0.000,3.7
event_2022_12373,142.410200,45.7739,,leb,2022-03-19T10:37:58.240000Z,334.100,3.0
event_2022_12374,25.341700,35.2522,,leb,2022-03-19T10:40:39.630000Z,0.000,3.5
event_2022_2090,30.411000,67.553,explosion,helsinki,2022-03-19T11:48:19.200000Z,0.000,1.8
event_2022_12375,30.760000,67.4936,,leb,2022-03-19T11:48:19.220000Z,0.000,2.2
event_2022_12376,18.788600,50.2705,,leb,2022-03-19T11:55:22.780000Z,0.000,1.9
event_2022_12377,142.099500,37.8841,,leb,2022-03-19T12:07:29.140000Z,43.800,3.4
event_2022_12378,55.352800,28.1027,,leb,2022-03-19T12:25:22.920000Z,0.000,4.1
event_2022_12379,55.318300,28.1056,,leb,2022-03-19T12:25:56.520000Z,0.000,4.1
event_2022_12380,119.404500,14.1713,,leb,2022-03-19T12:30:51.350000Z,0.000,4.1
event_2022_12381,69.690600,35.6663,,leb,2022-03-19T12:46:20.830000Z,0.000,2.9
event_2022_12382,68.956500,42.1005,,leb,2022-03-19T13:04:20.040000Z,0.000,3.6
event_2022_2091,26.092000,63.65,explosion,helsinki,2022-03-19T13:09:51.500000Z,0.000,0.8
event_2022_12383,126.247500,26.7542,,leb,2022-03-19T13:29:21.310000Z,0.000,3.2
event_2022_2092,20.564000,67.158,explosion,helsinki,2022-03-19T13:36:14.700000Z,0.000,1.0
event_2022_12384,129.654700,27.2159,,leb,2022-03-19T14:06:22.110000Z,115.300,3.3
event_2022_12385,105.456500,-6.6571,,leb,2022-03-19T14:10:19.510000Z,51.800,4.2
event_2022_2093,20.588000,67.161,explosion,helsinki,2022-03-19T14:33:58.000000Z,0.000,1.4
event_2022_12386,20.586900,67.274,,leb,2022-03-19T14:33:59.030000Z,0.000,1.9
event_2022_12387,54.592100,28.5561,,leb,2022-03-19T14:37:54.000000Z,0.000,3.7
event_2022_2094,31.324000,61.927,explosion,helsinki,2022-03-19T14:49:09.500000Z,0.000,1.6
event_2022_12388,161.871300,55.2319,,leb,2022-03-19T14:54:18.160000Z,81.700,3.7
event_2022_12389,120.786800,23.5631,,leb,2022-03-19T15:23:40.010000Z,0.000,3.6
event_2022_2095,20.768000,67.17,explosion,helsinki,2022-03-19T17:43:42.300000Z,0.000,0.9
event_2022_12390,-82.619800,6.2381,,leb,2022-03-19T17:45:44.200000Z,0.000,4.0
event_2022_2096,34.100000,67.645,explosion,helsinki,2022-03-19T18:06:53.800000Z,0.000,1.2
event_2022_12391,20.713500,39.8562,,leb,2022-03-19T18:19:30.630000Z,0.000,3.8
event_2022_12392,75.325000,38.057,,leb,2022-03-19T18:43:38.730000Z,114.900,3.6
event_2022_12393,46.749100,34.488,,leb,2022-03-19T18:47:01.690000Z,0.000,3.8
event_2022_2097,33.410000,67.79,explosion,helsinki,2022-03-19T20:16:24.400000Z,0.000,1.1
event_2022_12394,126.378500,26.8298,,leb,2022-03-19T20:17:06.380000Z,48.400,3.0
event_2022_12395,-72.947800,6.6929,,leb,2022-03-19T22:22:51.790000Z,160.200,3.6
event_2022_12396,139.537600,28.5488,,leb,2022-03-19T23:25:16.090000Z,466.800,3.1
event_2022_12397,142.089900,37.9206,,leb,2022-03-19T23:26:34.680000Z,0.000,3.3
event_2022_12398,143.435700,39.3775,,leb,2022-03-19T23:53:47.550000Z,0.000,3.6
event_2022_2098,20.040000,67.831,explosion,helsinki,2022-03-20T00:25:24.200000Z,0.000,1.4
event_2022_2099,19.972000,67.826,explosion,helsinki,2022-03-20T00:27:20.000000Z,0.000,1.3
event_2022_2100,20.003000,67.858,explosion,helsinki,2022-03-20T00:30:22.200000Z,0.000,1.3
event_2022_12399,142.392600,39.9899,,leb,2022-03-20T01:11:40.060000Z,65.900,3.6
event_2022_12400,144.433900,11.7394,,leb,2022-03-20T02:13:09.260000Z,0.000,4.3
event_2022_9603,-1.684900,75.966,earthquake,norsar,2022-03-20T02:44:34.996000Z,10.000,2.4
event_2022_12401,-0.441300,76.3922,,leb,2022-03-20T02:44:35.150000Z,0.000,2.7
event_2022_12402,130.305400,3.0912,,leb,2022-03-20T03:19:05.640000Z,0.000,3.9
event_2022_12403,29.729500,51.1674,,leb,2022-03-20T03:51:47.210000Z,0.000,2.2
event_2022_12404,145.960900,42.7274,,leb,2022-03-20T04:05:15.680000Z,42.000,3.3
event_2022_12405,87.564800,34.3014,,leb,2022-03-20T04:36:31.300000Z,0.000,3.4
event_2022_12406,78.111500,35.7761,,leb,2022-03-20T05:27:20.970000Z,0.000,3.1
event_2022_12407,145.534900,19.1788,,leb,2022-03-20T05:43:29.190000Z,126.900,3.3
event_2022_12408,141.857700,37.895,,leb,2022-03-20T05:46:33.810000Z,63.300,3.4
event_2022_12409,119.211800,13.8751,,leb,2022-03-20T05:58:40.710000Z,0.000,4.1
event_2022_12410,144.933900,39.2859,,leb,2022-03-20T06:07:03.590000Z,0.000,3.0
event_2022_12411,141.789000,37.8583,,leb,2022-03-20T06:35:52.700000Z,62.300,3.5
event_2022_12412,-0.870200,42.6557,,leb,2022-03-20T06:47:09.810000Z,0.000,3.6
event_2022_12413,5.464300,73.0606,,leb,2022-03-20T10:09:54.180000Z,0.000,3.5
event_2022_9604,5.673900,73.0892,earthquake,norsar,2022-03-20T10:09:54.756000Z,10.000,3.0
event_2022_12414,141.670400,37.8583,,leb,2022-03-20T10:23:08.180000Z,54.700,3.2
event_2022_12415,144.467700,14.4151,,leb,2022-03-20T10:32:31.650000Z,416.200,3.6
event_2022_12416,143.428100,39.3875,,leb,2022-03-20T10:34:57.330000Z,0.000,3.6
event_2022_12417,-79.371200,3.0751,,leb,2022-03-20T11:02:16.140000Z,0.000,3.6
event_2022_12418,113.649200,55.8246,,leb,2022-03-20T11:30:47.630000Z,0.000,4.1
event_2022_12419,119.127700,14.0327,,leb,2022-03-20T11:39:36.930000Z,0.000,4.3
event_2022_12420,119.152700,14.0036,,leb,2022-03-20T11:45:33.750000Z,0.000,3.7
event_2022_12421,23.586700,35.7745,,leb,2022-03-20T11:47:11.510000Z,0.000,3.8
event_2022_12422,119.089000,13.9704,,leb,2022-03-20T11:54:12.060000Z,0.000,4.2
event_2022_12423,57.185900,30.3294,,leb,2022-03-20T12:20:32.360000Z,0.000,4.0
event_2022_12424,57.025700,30.6863,,leb,2022-03-20T12:20:47.180000Z,0.000,4.3
event_2022_12425,71.337200,36.0938,,leb,2022-03-20T12:36:49.920000Z,160.000,3.4
event_2022_12426,74.941500,35.5458,,leb,2022-03-20T13:06:54.030000Z,0.000,3.5
event_2022_12427,142.104200,37.9576,,leb,2022-03-20T13:13:10.730000Z,0.000,3.6
event_2022_2101,33.288000,68.136,explosion,helsinki,2022-03-20T13:15:23.100000Z,0.000,1.8
event_2022_12428,119.467800,13.9773,,leb,2022-03-20T14:44:06.930000Z,0.000,3.9
event_2022_2102,20.212000,67.836,explosion,helsinki,2022-03-20T14:46:23.300000Z,0.000,1.8
event_2022_12429,20.375600,67.7979,,leb,2022-03-20T14:46:23.690000Z,0.000,2.3
event_2022_2103,20.017000,67.848,explosion,helsinki,2022-03-20T15:21:32.000000Z,0.000,1.3
event_2022_2104,20.035000,67.885,explosion,helsinki,2022-03-20T15:38:02.700000Z,0.000,0.9
event_2022_12430,141.404700,12.0548,,leb,2022-03-20T15:58:31.530000Z,112.400,3.6
event_2022_12431,-155.869100,56.8696,,leb,2022-03-20T16:35:48.910000Z,0.000,3.7
event_2022_12432,124.797500,10.9197,,leb,2022-03-20T16:39:18.570000Z,0.000,4.4
event_2022_12433,141.149400,42.3063,,leb,2022-03-20T16:46:00.370000Z,129.500,3.5
event_2022_12434,25.207700,35.2118,,leb,2022-03-20T17:04:48.120000Z,0.000,3.8
event_2022_12435,-155.691600,19.8413,,leb,2022-03-20T17:29:29.990000Z,0.000,4.0
event_2022_2105,34.159000,67.637,explosion,helsinki,2022-03-20T18:11:08.800000Z,0.000,1.1
event_2022_2106,20.278000,67.846,explosion,helsinki,2022-03-20T20:00:30.800000Z,0.000,1.0
event_2022_12436,78.175000,35.8606,,leb,2022-03-20T20:06:17.270000Z,0.000,2.9
event_2022_2107,33.674000,67.673,explosion,helsinki,2022-03-20T20:08:30.700000Z,0.000,1.1
event_2022_12437,126.109300,10.3808,,leb,2022-03-20T20:42:00.610000Z,36.100,4.2
event_2022_12438,93.119200,14.5093,,leb,2022-03-20T21:54:46.080000Z,0.000,3.5
event_2022_12439,-1.666900,71.7968,,leb,2022-03-20T22:27:12.350000Z,0.000,2.7
event_2022_2108,20.543000,67.166,explosion,helsinki,2022-03-20T23:00:18.300000Z,0.000,1.3
event_2022_12440,141.629500,37.7635,,leb,2022-03-20T23:44:01.060000Z,55.600,3.6
event_2022_12441,71.401800,36.6162,,leb,2022-03-21T00:00:26.530000Z,243.600,3.3
event_2022_12442,141.938500,37.7933,,leb,2022-03-21T00:06:51.840000Z,47.700,3.6
event_2022_12443,145.138600,13.5041,,leb,2022-03-21T00:51:04.570000Z,0.000,3.8
event_2022_12444,178.545100,51.8416,,leb,2022-03-21T01:22:18.720000Z,87.500,3.4
event_2022_12445,141.907200,37.8709,,leb,2022-03-21T01:43:25.740000Z,0.000,3.4
event_2022_2109,30.707000,69.383,explosion,helsinki,2022-03-21T03:55:24.500000Z,0.000,1.0
event_2022_2110,25.387000,67.948,explosion,helsinki,2022-03-21T03:58:57.400000Z,0.000,0.4
event_2022_2111,33.870000,67.633,explosion,helsinki,2022-03-21T04:17:38.600000Z,0.000,1.1
event_2022_2112,20.105000,67.806,explosion,helsinki,2022-03-21T05:23:39.600000Z,0.000,1.1
event_2022_12446,2.129900,61.618,,leb,2022-03-21T05:32:53.410000Z,0.000,4.8
event_2022_9605,2.387100,61.5584,earthquake,norsar,2022-03-21T05:32:55.343000Z,10.000,4.7
event_2022_12447,94.500800,24.0769,,leb,2022-03-21T06:36:04.270000Z,91.900,4.0
event_2022_12448,41.078200,-11.7738,,leb,2022-03-21T06:49:26.600000Z,0.000,5.0
event_2022_12449,46.678000,34.6033,,leb,2022-03-21T07:08:12.860000Z,0.000,3.1
event_2022_12450,21.707600,36.575,,leb,2022-03-21T07:39:42.110000Z,0.000,3.9
event_2022_12451,146.640200,46.7524,,leb,2022-03-21T07:41:03.480000Z,299.400,2.9
event_2022_2113,34.014000,67.796,explosion,helsinki,2022-03-21T08:02:59.100000Z,0.000,1.7
event_2022_12452,2.570800,61.3835,,leb,2022-03-21T08:06:29.360000Z,0.000,2.9
event_2022_9606,2.403000,61.495,earthquake,norsar,2022-03-21T08:06:29.866000Z,10.000,2.1
event_2022_2114,28.535000,70.409,explosion,helsinki,2022-03-21T08:20:11.600000Z,0.000,1.2
event_2022_12453,101.582600,37.7852,,leb,2022-03-21T09:05:33.880000Z,0.000,3.8
event_2022_12454,143.764600,26.5284,,leb,2022-03-21T09:26:43.430000Z,0.000,3.0
event_2022_12455,52.576400,28.634,,leb,2022-03-21T09:58:55.410000Z,0.000,3.6
event_2022_2115,25.797000,62.37,explosion,helsinki,2022-03-21T10:00:18.500000Z,0.000,1.1
event_2022_2116,21.538000,62.927,explosion,helsinki,2022-03-21T10:44:08.800000Z,0.000,1.2
event_2022_12456,-171.091700,50.6824,,leb,2022-03-21T10:50:24.810000Z,0.000,3.1
event_2022_2117,30.143000,61.529,explosion,helsinki,2022-03-21T11:01:54.500000Z,0.000,1.3
event_2022_2118,27.796000,59.245,explosion,helsinki,2022-03-21T11:03:34.300000Z,0.000,1.1
event_2022_2119,24.304000,60.301,explosion,helsinki,2022-03-21T11:05:01.800000Z,0.000,1.2
event_2022_2120,22.312000,61.997,explosion,helsinki,2022-03-21T11:24:59.900000Z,0.000,1.2
event_2022_12457,-91.413500,15.2659,,leb,2022-03-21T11:32:06.780000Z,176.700,4.0
event_2022_2121,25.289000,60.583,explosion,helsinki,2022-03-21T11:59:00.800000Z,0.000,0.8
event_2022_2122,22.305000,60.449,explosion,helsinki,2022-03-21T12:09:16.300000Z,0.000,0.8
event_2022_12458,122.255500,24.0581,,leb,2022-03-21T12:31:52.760000Z,0.000,3.5
event_2022_2123,30.454000,62.763,explosion,helsinki,2022-03-21T13:10:46.300000Z,0.000,1.2
event_2022_2124,24.611000,60.998,explosion,helsinki,2022-03-21T13:12:57.700000Z,0.000,1.2
event_2022_12459,141.988100,37.8156,,leb,2022-03-21T13:21:18.490000Z,49.100,3.4
event_2022_12460,21.664200,37.5025,,leb,2022-03-21T13:29:15.860000Z,74.000,3.5
event_2022_12461,74.904600,35.6382,,leb,2022-03-21T13:44:01.900000Z,55.100,3.1
event_2022_2125,24.588000,60.223,explosion,helsinki,2022-03-21T14:01:30.700000Z,0.000,1.2
