,longitude,latitude,event_type,bulletin,origin_time,depth,magnitude
event_2022_4419,20.432000,67.232,explosion,helsinki,2022-06-19T15:59:16.300000Z,0.000,1.1
event_2022_15327,140.328100,11.0085,,leb,2022-06-19T16:21:58.920000Z,83.200,3.5
event_2022_15328,-56.054500,44.5819,,leb,2022-06-19T16:44:14.000000Z,0.000,3.8
event_2022_15329,-90.313800,13.3288,,leb,2022-06-19T17:57:24.540000Z,0.000,3.9
event_2022_15330,34.007900,67.6031,,leb,2022-06-19T18:17:58.050000Z,0.000,3.0
event_2022_15331,140.421800,36.8545,,leb,2022-06-19T18:35:25.650000Z,92.300,3.4
event_2022_15332,141.158600,29.4783,,leb,2022-06-19T18:36:22.330000Z,64.100,3.5
event_2022_4420,20.062000,67.909,explosion,helsinki,2022-06-19T19:05:39.700000Z,0.000,1.0
event_2022_4421,20.300000,67.843,explosion,helsinki,2022-06-19T19:19:16.800000Z,0.000,0.9
event_2022_4422,33.997000,67.626,explosion,helsinki,2022-06-19T20:05:54.600000Z,0.000,1.6
event_2022_15333,71.374500,36.7883,,leb,2022-06-19T20:23:14.380000Z,112.400,3.3
event_2022_15334,147.889200,44.576,,leb,2022-06-19T20:26:31.210000Z,98.500,4.5
event_2022_4423,20.230000,67.867,explosion,helsinki,2022-06-19T20:38:47.400000Z,0.000,0.9
event_2022_15335,126.104400,4.1677,,leb,2022-06-19T21:43:19.670000Z,102.200,3.6
event_2022_15336,103.722800,27.279,,leb,2022-06-19T22:40:52.020000Z,0.000,4.3
event_2022_4424,20.078000,67.861,explosion,helsinki,2022-06-19T23:15:45.700000Z,0.000,1.1
event_2022_15337,27.178500,35.3463,,leb,2022-06-19T23:24:31.680000Z,33.800,4.5
event_2022_4425,20.105000,67.861,explosion,helsinki,2022-06-19T23:45:59.300000Z,0.000,0.8
event_2022_15338,150.469900,46.1603,,leb,2022-06-20T00:17:58.330000Z,0.000,3.7
event_2022_15339,141.767000,45.0534,,leb,2022-06-20T00:18:22.890000Z,0.000,3.3
event_2022_15340,22.422500,37.3876,,leb,2022-06-20T00:57:35.000000Z,44.500,3.5
event_2022_15341,121.546800,23.6488,,leb,2022-06-20T01:05:05.970000Z,0.000,4.7
event_2022_15342,137.288700,37.524,,leb,2022-06-20T01:31:32.000000Z,0.000,4.3
event_2022_15343,121.612300,23.6441,,leb,2022-06-20T01:39:40.580000Z,0.000,4.4
event_2022_15344,54.202100,26.5187,,leb,2022-06-20T02:38:24.880000Z,0.000,3.5
event_2022_15345,55.476700,38.4252,,leb,2022-06-20T03:04:56.160000Z,0.000,4.1
event_2022_4426,34.285000,67.629,explosion,helsinki,2022-06-20T03:50:55.500000Z,0.000,1.7
event_2022_15346,121.687300,23.5501,,leb,2022-06-20T04:15:12.960000Z,0.000,3.6
event_2022_15347,147.197200,43.9107,,leb,2022-06-20T04:51:57.510000Z,70.200,3.6
event_2022_4427,20.503000,67.133,explosion,helsinki,2022-06-20T05:00:45.700000Z,0.000,1.2
event_2022_15348,96.227600,2.2325,,leb,2022-06-20T05:01:33.830000Z,0.000,4.3
event_2022_15349,66.962100,-14.8282,,leb,2022-06-20T05:17:41.500000Z,0.000,3.8
event_2022_15350,128.284100,2.5182,,leb,2022-06-20T05:39:12.030000Z,165.800,4.2
event_2022_15351,137.286300,37.4975,,leb,2022-06-20T05:50:11.650000Z,0.000,3.7
event_2022_4428,20.543000,67.169,explosion,helsinki,2022-06-20T06:16:27.300000Z,0.000,1.2
event_2022_4429,20.388000,67.794,explosion,helsinki,2022-06-20T06:41:32.000000Z,0.000,1.1
event_2022_15352,23.514100,67.4628,,leb,2022-06-20T09:01:17.350000Z,0.000,1.9
event_2022_4430,25.129000,60.413,explosion,helsinki,2022-06-20T09:52:21.100000Z,0.000,0.4
event_2022_15353,-13.398200,-7.6344,,leb,2022-06-20T10:32:47.480000Z,0.000,3.7
event_2022_4431,27.972000,59.209,explosion,helsinki,2022-06-20T10:36:10.700000Z,0.000,1.7
event_2022_4432,20.566000,67.133,explosion,helsinki,2022-06-20T11:11:15.400000Z,0.000,0.9
event_2022_4433,28.730000,70.424,explosion,helsinki,2022-06-20T11:21:45.800000Z,0.000,1.6
event_2022_15354,66.750800,-15.0735,,leb,2022-06-20T11:26:14.840000Z,0.000,4.0
event_2022_4434,20.265000,67.781,explosion,helsinki,2022-06-20T11:43:47.800000Z,0.000,0.9
event_2022_4435,28.155000,64.108,explosion,helsinki,2022-06-20T11:52:22.200000Z,0.000,1.2
event_2022_4436,33.744000,67.67,explosion,helsinki,2022-06-20T12:13:29.900000Z,0.000,1.0
event_2022_15355,121.321800,19.3231,,leb,2022-06-20T12:41:56.850000Z,0.000,3.5
event_2022_15356,-27.465800,0.8787,,leb,2022-06-20T13:28:56.510000Z,0.000,3.3
event_2022_15357,121.947300,24.9454,,leb,2022-06-20T13:31:45.420000Z,210.200,3.1
event_2022_4437,20.367000,67.83,explosion,helsinki,2022-06-20T13:45:48.600000Z,0.000,1.1
event_2022_15358,5.461700,60.5376,,leb,2022-06-20T13:48:44.980000Z,0.000,2.3
event_2022_4438,33.446000,68.112,explosion,helsinki,2022-06-20T14:01:13.900000Z,0.000,1.4
event_2022_4439,28.876000,60.766,explosion,helsinki,2022-06-20T14:07:22.300000Z,0.000,1.5
event_2022_4440,29.107000,60.552,explosion,helsinki,2022-06-20T14:16:33.200000Z,0.000,1.1
event_2022_4441,26.918000,60.389,explosion,helsinki,2022-06-20T15:13:34.000000Z,0.000,0.9
event_2022_15359,28.578600,64.4699,,leb,2022-06-20T15:31:44.590000Z,0.000,1.5
event_2022_4442,29.152000,60.591,explosion,helsinki,2022-06-20T15:58:22.100000Z,0.000,1.0
event_2022_4443,30.689000,69.399,explosion,helsinki,2022-06-20T16:19:52.000000Z,0.000,1.3
event_2022_15360,119.927700,16.6306,,leb,2022-06-20T17:40:01.580000Z,92.300,3.2
event_2022_15361,141.681600,23.1388,,leb,2022-06-20T18:23:20.560000Z,241.000,3.2
event_2022_4444,20.432000,67.128,explosion,helsinki,2022-06-20T18:54:13.700000Z,0.000,1.3
event_2022_4445,26.105000,63.648,explosion,helsinki,2022-06-20T19:04:37.300000Z,0.000,1.3
event_2022_15362,-152.160300,60.6907,,leb,2022-06-20T19:09:49.650000Z,72.200,3.3
event_2022_4446,20.057000,67.851,explosion,helsinki,2022-06-20T21:29:39.800000Z,0.000,0.8
event_2022_15363,54.404700,25.4607,,leb,2022-06-20T21:47:27.710000Z,0.000,4.0
event_2022_15364,54.423500,25.786,,leb,2022-06-20T21:57:36.600000Z,0.000,4.1
event_2022_15365,54.540300,26.906,,leb,2022-06-20T22:00:46.490000Z,0.000,3.6
event_2022_4447,20.491000,67.179,explosion,helsinki,2022-06-20T22:15:44.900000Z,0.000,0.9
event_2022_15366,22.604300,34.131,,leb,2022-06-20T22:34:28.200000Z,0.000,2.4
event_2022_15367,22.984000,34.3449,,leb,2022-06-20T22:34:58.300000Z,0.000,3.1
event_2022_4448,20.090000,67.854,explosion,helsinki,2022-06-20T23:16:51.900000Z,0.000,0.9
event_2022_4449,20.092000,67.931,explosion,helsinki,2022-06-20T23:22:19.800000Z,0.000,1.5
event_2022_15368,70.961600,36.4178,,leb,2022-06-21T00:49:16.590000Z,96.900,3.7
event_2022_15369,137.210600,37.4868,,leb,2022-06-21T01:42:48.890000Z,0.000,3.4
event_2022_15370,91.520500,10.4764,,leb,2022-06-21T01:45:46.180000Z,0.000,4.2
event_2022_4450,25.402000,67.918,explosion,helsinki,2022-06-21T02:59:51.600000Z,0.000,0.8
event_2022_15371,154.298100,46.0102,,leb,2022-06-21T03:19:31.080000Z,0.000,3.4
event_2022_15372,111.706600,55.9781,,leb,2022-06-21T06:47:18.560000Z,0.000,3.7
event_2022_15373,54.318200,26.332,,leb,2022-06-21T07:05:01.520000Z,0.000,4.2
event_2022_15374,43.743000,39.201,,leb,2022-06-21T07:11:02.950000Z,0.000,3.3
event_2022_15375,142.687000,27.8173,,leb,2022-06-21T07:14:51.790000Z,0.000,4.4
event_2022_4451,20.536000,67.119,explosion,helsinki,2022-06-21T07:21:04.300000Z,0.000,1.3
event_2022_15376,145.423000,18.8225,,leb,2022-06-21T08:25:28.980000Z,129.200,3.8
event_2022_4452,27.602000,62.832,explosion,helsinki,2022-06-21T08:38:57.100000Z,0.000,1.0
event_2022_4453,20.220000,67.848,explosion,helsinki,2022-06-21T08:44:55.000000Z,0.000,0.9
event_2022_4454,24.601000,60.227,explosion,helsinki,2022-06-21T09:06:00.400000Z,0.000,1.0
event_2022_4455,25.374000,60.597,explosion,helsinki,2022-06-21T09:59:38.800000Z,0.000,1.2
event_2022_15377,143.061600,40.7254,,leb,2022-06-21T10:04:53.940000Z,0.000,3.1
event_2022_4456,27.763000,63.138,explosion,helsinki,2022-06-21T10:38:11.600000Z,0.000,1.8
event_2022_15378,126.294900,26.7498,,leb,2022-06-21T11:23:00.200000Z,0.000,3.2
event_2022_15379,154.077800,53.8328,,leb,2022-06-21T11:23:10.840000Z,507.900,3.0
event_2022_4457,27.524000,63.371,explosion,helsinki,2022-06-21T12:05:17.800000Z,0.000,1.0
event_2022_4458,33.968000,67.627,explosion,helsinki,2022-06-21T12:10:53.200000Z,0.000,1.2
event_2022_4459,25.206000,60.574,explosion,helsinki,2022-06-21T12:24:07.700000Z,0.000,1.0
event_2022_4460,33.389000,68.035,explosion,helsinki,2022-06-21T12:45:55.900000Z,0.000,1.3
event_2022_4461,21.535000,62.197,explosion,helsinki,2022-06-21T13:59:29.600000Z,0.000,1.2
event_2022_4462,20.587000,67.153,explosion,helsinki,2022-06-21T14:26:37.600000Z,0.000,1.1
event_2022_4463,27.045000,61.376,explosion,helsinki,2022-06-21T14:57:21.100000Z,0.000,1.2
event_2022_15380,1.268100,59.1878,,leb,2022-06-21T15:56:20.740000Z,0.000,2.8
event_2022_9711,1.173100,59.2449,earthquake,norsar,2022-06-21T15:56:22.607000Z,17.260,2.1
event_2022_4464,34.197000,67.65,explosion,helsinki,2022-06-21T16:02:02.300000Z,0.000,1.5
event_2022_15381,126.363500,26.7914,,leb,2022-06-21T16:14:54.450000Z,0.000,3.2
event_2022_4465,20.267000,67.839,explosion,helsinki,2022-06-21T16:56:57.600000Z,0.000,1.0
event_2022_4466,26.063000,63.646,explosion,helsinki,2022-06-21T18:54:19.800000Z,0.000,1.0
event_2022_4467,20.238000,67.823,explosion,helsinki,2022-06-21T19:04:54.700000Z,0.000,0.7
event_2022_15382,96.442400,2.1235,,leb,2022-06-21T19:08:15.310000Z,0.000,4.8
event_2022_4468,20.048000,67.836,explosion,helsinki,2022-06-21T19:28:26.400000Z,0.000,1.0
event_2022_4469,20.168000,67.827,explosion,helsinki,2022-06-21T19:53:43.200000Z,0.000,1.5
event_2022_4470,20.055000,67.855,explosion,helsinki,2022-06-21T20:08:56.200000Z,0.000,0.8
event_2022_15383,54.237200,26.56,,leb,2022-06-21T20:21:52.110000Z,0.000,3.5
event_2022_15384,69.533100,33.0502,,leb,2022-06-21T20:54:34.480000Z,0.000,5.2
event_2022_15385,53.437600,27.1016,,leb,2022-06-21T21:09:35.140000Z,0.000,4.5
event_2022_15386,70.158500,28.3187,,leb,2022-06-21T21:41:17.020000Z,0.000,3.3
event_2022_15387,69.550600,32.9563,,leb,2022-06-21T21:50:22.870000Z,0.000,4.3
event_2022_4471,20.589000,67.145,explosion,helsinki,2022-06-21T22:01:25.900000Z,0.000,1.1
event_2022_15388,71.774600,36.4825,,leb,2022-06-21T22:15:09.310000Z,116.600,3.3
event_2022_4472,20.202000,67.822,explosion,helsinki,2022-06-21T23:34:28.100000Z,0.000,1.4
event_2022_15389,53.271200,27.228,,leb,2022-06-22T01:26:40.510000Z,0.000,3.6
event_2022_15390,54.535600,26.5022,,leb,2022-06-22T02:38:48.450000Z,0.000,3.8
event_2022_15391,23.486600,34.9327,,leb,2022-06-22T04:24:34.210000Z,0.000,3.3
event_2022_15392,139.980000,42.3525,,leb,2022-06-22T04:25:03.750000Z,165.600,3.3
event_2022_4473,20.259000,67.859,explosion,helsinki,2022-06-22T04:40:34.500000Z,0.000,1.2
event_2022_4474,20.144000,67.861,explosion,helsinki,2022-06-22T04:54:17.100000Z,0.000,1.0
event_2022_15393,120.544600,-7.3406,,leb,2022-06-22T05:01:19.940000Z,514.600,4.4
event_2022_15394,54.360300,26.5223,,leb,2022-06-22T06:06:27.160000Z,0.000,4.0
event_2022_15395,132.070500,30.7583,,leb,2022-06-22T06:26:30.580000Z,0.000,3.8
event_2022_4475,20.524000,67.176,explosion,helsinki,2022-06-22T06:32:35.600000Z,0.000,1.8
event_2022_15396,96.374600,2.0867,,leb,2022-06-22T06:48:05.850000Z,0.000,4.2
event_2022_15397,128.781200,2.7305,,leb,2022-06-22T06:49:12.820000Z,43.600,4.1
event_2022_4476,27.902000,59.222,explosion,helsinki,2022-06-22T07:15:15.200000Z,0.000,1.6
event_2022_4477,29.347000,62.832,explosion,helsinki,2022-06-22T07:38:43.900000Z,0.000,1.1
event_2022_15398,144.209000,12.367,,leb,2022-06-22T08:02:41.750000Z,46.100,3.8
event_2022_4478,24.155000,66.98,explosion,helsinki,2022-06-22T08:26:48.900000Z,0.000,1.0
event_2022_4479,19.939000,67.84,explosion,helsinki,2022-06-22T08:29:33.200000Z,0.000,1.0
event_2022_15399,53.270100,27.1196,,leb,2022-06-22T08:35:19.690000Z,0.000,4.3
event_2022_4480,19.986000,67.816,explosion,helsinki,2022-06-22T08:50:47.100000Z,0.000,1.4
event_2022_4481,20.195000,67.836,explosion,helsinki,2022-06-22T08:58:13.700000Z,0.000,1.5
event_2022_4482,20.284000,67.825,explosion,helsinki,2022-06-22T09:16:54.700000Z,0.000,1.0
event_2022_15400,123.478100,23.9914,,leb,2022-06-22T09:30:14.030000Z,0.000,3.1
event_2022_15401,152.704600,46.9825,,leb,2022-06-22T09:31:22.980000Z,86.100,3.7
event_2022_15402,-93.877500,17.1126,,leb,2022-06-22T10:51:00.310000Z,162.600,3.4
event_2022_15403,156.842000,51.7984,,leb,2022-06-22T10:53:36.060000Z,170.700,3.4
event_2022_4483,25.244000,62.477,explosion,helsinki,2022-06-22T10:58:12.200000Z,0.000,1.0
event_2022_4484,20.148000,67.93,explosion,helsinki,2022-06-22T10:58:58.500000Z,0.000,1.1
event_2022_15404,28.292000,63.8488,,leb,2022-06-22T11:30:10.280000Z,0.000,3.0
event_2022_15405,143.706200,43.3891,,leb,2022-06-22T11:34:09.860000Z,136.700,3.2
event_2022_4485,20.138000,67.891,explosion,helsinki,2022-06-22T11:58:55.700000Z,0.000,0.9
event_2022_4486,24.766000,62.05,explosion,helsinki,2022-06-22T12:12:17.800000Z,0.000,1.2
event_2022_4487,22.039000,65.662,explosion,helsinki,2022-06-22T12:13:39.400000Z,0.000,1.4
event_2022_15406,87.953900,26.7025,,leb,2022-06-22T13:11:59.320000Z,0.000,3.4
event_2022_4488,20.118000,67.797,explosion,helsinki,2022-06-22T13:41:21.400000Z,0.000,1.1
event_2022_4489,20.360000,67.826,explosion,helsinki,2022-06-22T13:54:12.900000Z,0.000,1.0
event_2022_4490,20.676000,67.155,explosion,helsinki,2022-06-22T14:15:07.900000Z,0.000,1.2
event_2022_15407,91.558600,10.5448,,leb,2022-06-22T14:25:30.060000Z,0.000,4.3
event_2022_4491,34.451000,67.826,explosion,helsinki,2022-06-22T15:41:39.100000Z,0.000,1.8
event_2022_15408,34.099900,67.6663,,leb,2022-06-22T15:41:45.340000Z,0.000,1.9
event_2022_15409,16.180100,51.5221,,leb,2022-06-22T16:06:58.440000Z,0.000,3.0
event_2022_15410,141.889500,37.79,,leb,2022-06-22T17:19:31.150000Z,58.900,3.5
event_2022_4492,20.596000,67.16,explosion,helsinki,2022-06-22T17:40:12.000000Z,0.000,1.2
event_2022_4493,34.285000,67.696,explosion,helsinki,2022-06-22T18:01:37.500000Z,0.000,1.1
event_2022_15411,54.430000,26.9164,,leb,2022-06-22T18:13:37.520000Z,0.000,3.8
event_2022_4494,33.969000,67.673,explosion,helsinki,2022-06-22T18:41:24.300000Z,0.000,2.0
event_2022_15412,34.242300,67.702,,leb,2022-06-22T18:41:24.310000Z,0.000,2.8
event_2022_4495,20.103000,67.9,explosion,helsinki,2022-06-22T19:47:54.000000Z,0.000,0.9
event_2022_15413,24.048200,59.8277,,leb,2022-06-22T19:59:08.940000Z,0.000,2.2
event_2022_15414,53.181100,26.9755,,leb,2022-06-22T19:59:09.980000Z,0.000,3.9
event_2022_15415,24.244100,59.6918,,leb,2022-06-22T19:59:26.870000Z,0.000,2.3
event_2022_4496,33.646000,67.797,explosion,helsinki,2022-06-22T20:10:14.300000Z,0.000,1.1
event_2022_15416,24.053200,59.7426,,leb,2022-06-22T20:18:15.750000Z,0.000,2.6
event_2022_4497,23.987000,59.851,explosion,helsinki,2022-06-22T20:18:16.600000Z,0.000,2.3
event_2022_4498,20.331000,67.838,explosion,helsinki,2022-06-22T20:25:49.700000Z,0.000,0.8
event_2022_4499,33.814000,67.673,explosion,helsinki,2022-06-22T20:33:27.800000Z,0.000,1.1
event_2022_15417,121.769800,23.4944,,leb,2022-06-22T21:02:41.260000Z,0.000,3.8
event_2022_15418,83.757700,28.2265,,leb,2022-06-22T22:11:43.740000Z,0.000,4.6
event_2022_15419,178.337700,52.0027,,leb,2022-06-22T22:44:38.610000Z,126.000,3.6
event_2022_4500,20.039000,67.805,explosion,helsinki,2022-06-22T23:18:32.300000Z,0.000,1.4
event_2022_15420,20.244300,67.8766,,leb,2022-06-22T23:18:34.230000Z,0.000,2.1
event_2022_4501,20.073000,67.855,explosion,helsinki,2022-06-22T23:20:39.800000Z,0.000,1.6
event_2022_15421,20.446500,67.8965,,leb,2022-06-22T23:20:42.380000Z,0.000,1.8
event_2022_4502,19.958000,67.845,explosion,helsinki,2022-06-22T23:23:19.600000Z,0.000,1.8
event_2022_15422,20.242400,67.8485,,leb,2022-06-22T23:23:21.510000Z,0.000,2.2
event_2022_15423,142.094300,40.4057,,leb,2022-06-23T00:15:43.060000Z,80.600,3.6
event_2022_15424,53.349000,27.3812,,leb,2022-06-23T00:19:50.280000Z,0.000,3.8
event_2022_15425,16.101500,51.6178,,leb,2022-06-23T00:57:48.640000Z,0.000,3.0
event_2022_15426,55.142800,28.041,,leb,2022-06-23T01:06:54.820000Z,0.000,3.7
event_2022_15427,128.778100,2.7433,,leb,2022-06-23T01:36:39.580000Z,0.000,3.8
event_2022_15428,157.103500,50.6238,,leb,2022-06-23T01:45:20.900000Z,70.600,4.6
event_2022_15429,128.659900,2.7577,,leb,2022-06-23T01:59:25.510000Z,0.000,3.9
event_2022_15430,23.670300,34.7428,,leb,2022-06-23T03:58:07.520000Z,0.000,3.5
event_2022_15431,126.592400,10.0989,,leb,2022-06-23T04:25:55.430000Z,0.000,3.9
event_2022_15432,147.229200,18.6697,,leb,2022-06-23T04:50:53.450000Z,0.000,3.8
event_2022_15433,51.706500,13.8613,,leb,2022-06-23T05:22:01.990000Z,0.000,3.6
event_2022_4503,20.505000,67.129,explosion,helsinki,2022-06-23T07:01:15.400000Z,0.000,1.2
event_2022_15434,-13.835600,-25.7562,,leb,2022-06-23T07:32:23.810000Z,0.000,4.1
event_2022_4504,23.219000,63.277,explosion,helsinki,2022-06-23T07:35:10.100000Z,0.000,1.2
event_2022_4505,22.594000,61.095,explosion,helsinki,2022-06-23T08:01:04.600000Z,0.000,0.8
event_2022_15435,142.674500,27.9396,,leb,2022-06-23T08:06:36.510000Z,0.000,3.4
event_2022_15436,69.433900,33.1313,,leb,2022-06-23T08:07:13.140000Z,0.000,3.4
event_2022_15437,179.596600,51.766,,leb,2022-06-23T08:14:57.760000Z,82.300,4.1
event_2022_4506,23.443000,67.441,explosion,helsinki,2022-06-23T09:00:36.000000Z,0.000,1.6
event_2022_15438,23.169200,67.4563,,leb,2022-06-23T09:00:36.230000Z,0.000,2.4
event_2022_4507,27.594000,68.631,explosion,helsinki,2022-06-23T09:10:22.200000Z,0.000,1.1
event_2022_4508,20.532000,67.126,explosion,helsinki,2022-06-23T09:57:20.000000Z,0.000,1.1
event_2022_4509,20.978000,67.629,explosion,helsinki,2022-06-23T09:58:44.600000Z,0.000,1.7
event_2022_4510,27.722000,63.098,explosion,helsinki,2022-06-23T10:02:03.100000Z,0.000,0.4
event_2022_15439,146.692300,18.6912,,leb,2022-06-23T10:06:51.840000Z,79.500,3.4
event_2022_4511,21.845000,61.116,explosion,helsinki,2022-06-23T10:18:58.700000Z,0.000,0.9
event_2022_15440,127.181700,10.3365,,leb,2022-06-23T10:25:26.400000Z,0.000,4.0
event_2022_4512,24.101000,62.994,explosion,helsinki,2022-06-23T10:27:50.900000Z,0.000,0.8
event_2022_4513,29.420000,60.988,explosion,helsinki,2022-06-23T10:53:43.000000Z,0.000,1.5
event_2022_4514,29.226000,60.921,explosion,helsinki,2022-06-23T10:58:12.800000Z,0.000,1.2
event_2022_4515,28.651000,70.477,explosion,helsinki,2022-06-23T11:06:02.400000Z,0.000,1.1
event_2022_15441,122.315700,18.9187,,leb,2022-06-23T11:09:59.730000Z,0.000,3.5
event_2022_4516,27.239000,68.139,explosion,helsinki,2022-06-23T11:46:46.900000Z,0.000,0.5
event_2022_4517,20.262000,67.825,explosion,helsinki,2022-06-23T11:56:01.800000Z,0.000,1.0
event_2022_15442,69.754100,33.0829,,leb,2022-06-23T12:07:37.620000Z,0.000,3.3
event_2022_15443,-167.585800,53.3005,,leb,2022-06-23T14:01:44.660000Z,49.100,3.8
event_2022_4518,25.275000,67.902,explosion,helsinki,2022-06-23T14:55:08.000000Z,0.000,0.7
event_2022_15444,130.106600,-6.3869,,leb,2022-06-23T14:58:54.950000Z,147.200,4.3
event_2022_15445,123.280400,3.8452,,leb,2022-06-23T14:59:46.500000Z,543.800,3.3
event_2022_4519,20.653000,67.17,explosion,helsinki,2022-06-23T15:08:07.900000Z,0.000,1.2
event_2022_4520,20.565000,67.121,explosion,helsinki,2022-06-23T15:13:48.000000Z,0.000,1.2
event_2022_4521,20.370000,67.885,explosion,helsinki,2022-06-23T15:20:00.900000Z,0.000,1.0
event_2022_4522,20.142000,67.886,explosion,helsinki,2022-06-23T15:54:01.200000Z,0.000,0.9
event_2022_4523,30.633000,69.379,explosion,helsinki,2022-06-23T16:09:25.300000Z,0.000,1.4
event_2022_4524,20.308000,67.809,explosion,helsinki,2022-06-23T16:54:59.800000Z,0.000,0.9
event_2022_15446,54.362100,26.6682,,leb,2022-06-23T17:43:31.860000Z,0.000,3.7
event_2022_15447,147.346100,18.7025,,leb,2022-06-23T18:10:50.200000Z,0.000,3.8
event_2022_4525,20.582000,67.155,explosion,helsinki,2022-06-23T18:13:12.000000Z,0.000,1.2
event_2022_4526,20.192000,67.842,explosion,helsinki,2022-06-23T18:19:28.000000Z,0.000,0.9
event_2022_15448,90.674700,41.7447,,leb,2022-06-23T18:27:37.780000Z,28.400,4.2
event_2022_15449,-13.643800,-7.7348,,leb,2022-06-23T20:09:46.830000Z,0.000,4.1
event_2022_15450,72.679300,41.162,,leb,2022-06-23T20:10:35.750000Z,0.000,3.4
event_2022_4527,33.433000,67.796,explosion,helsinki,2022-06-23T20:18:14.100000Z,0.000,1.1
event_2022_15451,121.679100,23.5217,,leb,2022-06-23T20:21:21.180000Z,0.000,3.3
event_2022_4528,20.565000,67.149,explosion,helsinki,2022-06-23T20:26:38.300000Z,0.000,1.2
event_2022_15452,-85.726400,16.6737,,leb,2022-06-23T20:37:39.100000Z,0.000,4.6
event_2022_4529,20.545000,67.164,explosion,helsinki,2022-06-23T20:57:26.000000Z,0.000,1.4
event_2022_15453,137.745800,36.062,,leb,2022-06-23T21:13:02.070000Z,271.900,2.9
event_2022_15454,147.233700,18.7241,,leb,2022-06-23T21:34:54.410000Z,0.000,3.6
event_2022_15455,147.177900,18.8253,,leb,2022-06-23T21:35:05.960000Z,0.000,4.4
event_2022_15456,122.354300,24.1028,,leb,2022-06-23T21:58:49.740000Z,0.000,3.5
event_2022_15457,81.899200,33.5606,,leb,2022-06-23T22:00:59.630000Z,0.000,3.5
event_2022_15458,-20.580100,64.586,,leb,2022-06-23T22:12:05.870000Z,0.000,2.8
event_2022_4530,20.483000,67.186,explosion,helsinki,2022-06-23T22:16:49.100000Z,0.000,1.1
event_2022_4531,20.635000,67.169,explosion,helsinki,2022-06-23T22:22:46.800000Z,0.000,1.3
event_2022_15459,122.343800,24.2506,,leb,2022-06-23T22:32:15.090000Z,0.000,4.1
event_2022_4532,20.186000,67.769,explosion,helsinki,2022-06-23T22:38:24.200000Z,0.000,0.7
event_2022_4533,20.135000,67.868,explosion,helsinki,2022-06-23T23:18:56.800000Z,0.000,1.6
event_2022_15460,21.002500,67.7989,,leb,2022-06-23T23:19:20.970000Z,0.000,1.8
event_2022_15461,-13.399800,-7.5511,,leb,2022-06-23T23:52:55.740000Z,0.000,3.9
event_2022_15462,142.179800,33.2414,,leb,2022-06-24T00:26:44.460000Z,0.000,3.5
event_2022_15463,-13.573600,-7.8103,,leb,2022-06-24T00:53:59.010000Z,0.000,3.9
event_2022_4534,20.181000,67.849,explosion,helsinki,2022-06-24T01:01:34.900000Z,0.000,0.9
event_2022_15464,54.099100,26.5701,,leb,2022-06-24T01:27:23.640000Z,0.000,3.8
event_2022_15465,120.765300,18.0373,,leb,2022-06-24T01:42:44.330000Z,100.400,3.5
event_2022_15466,69.587200,33.0309,,leb,2022-06-24T01:43:27.430000Z,0.000,3.9
event_2022_15467,18.446900,50.156,,leb,2022-06-24T03:23:34.130000Z,0.000,2.4
event_2022_4535,30.737000,69.393,explosion,helsinki,2022-06-24T03:59:20.700000Z,0.000,1.1
event_2022_4536,33.880000,67.631,explosion,helsinki,2022-06-24T04:04:35.600000Z,0.000,1.6
event_2022_4537,33.827000,67.684,explosion,helsinki,2022-06-24T04:05:13.200000Z,0.000,1.8
event_2022_15468,33.406200,67.6621,,leb,2022-06-24T04:05:16.010000Z,0.000,2.3
event_2022_4538,20.495000,67.203,explosion,helsinki,2022-06-24T04:16:26.200000Z,0.000,1.3
event_2022_15469,-79.249500,-8.8211,,leb,2022-06-24T04:51:00.390000Z,67.500,4.4
event_2022_15470,54.340300,26.0697,,leb,2022-06-24T04:58:34.410000Z,0.000,3.7
event_2022_15471,53.261500,27.2505,,leb,2022-06-24T05:36:21.760000Z,0.000,4.0
event_2022_15472,147.921400,47.7675,,leb,2022-06-24T06:03:28.460000Z,378.400,3.7
event_2022_15473,-13.832100,-7.5592,,leb,2022-06-24T06:40:00.650000Z,0.000,3.8
event_2022_15474,121.514700,23.4393,,leb,2022-06-24T07:09:26.080000Z,0.000,3.5
event_2022_4539,20.534000,67.171,explosion,helsinki,2022-06-24T09:04:05.400000Z,0.000,1.2
event_2022_4540,20.185000,67.857,explosion,helsinki,2022-06-24T10:03:57.000000Z,0.000,1.1
event_2022_4541,20.615000,67.15,explosion,helsinki,2022-06-24T10:05:28.300000Z,0.000,1.4
event_2022_4542,33.862000,67.651,explosion,helsinki,2022-06-24T12:04:27.900000Z,0.000,1.0
event_2022_4543,29.054000,60.625,explosion,helsinki,2022-06-24T13:01:18.700000Z,0.000,1.3
event_2022_4544,33.087000,68.112,explosion,helsinki,2022-06-24T13:19:14.100000Z,0.000,1.8
event_2022_15475,32.232600,68.0218,,leb,2022-06-24T13:19:18.960000Z,0.000,2.0
event_2022_15476,54.249100,26.4995,,leb,2022-06-24T13:32:24.530000Z,0.000,3.8
event_2022_15477,125.807800,4.5605,,leb,2022-06-24T13:41:53.790000Z,158.100,4.3
event_2022_15478,59.701800,7.4044,,leb,2022-06-24T13:44:10.690000Z,0.000,4.3
event_2022_4545,20.193000,67.843,explosion,helsinki,2022-06-24T13:50:14.700000Z,0.000,0.7
